id,is_iceberg
ebf1de82,0.067574
01e651c3,0.054077
51b1fecc,0.614028
fa635a31,0.001437
97b7d789,0.021799
2f598053,0.000016
c0e3e148,0.013336
cfa175a8,0.007543
3d7e09d8,0.985939
44a13d1b,0.991040
c66b0948,0.389996
976a6d64,0.001497
8bbd8909,0.654349
522890fd,0.378984
f23a3b95,0.688228
680039dc,0.508557
93028e53,0.112722
22a16932,0.526582
7d8126d2,0.001759
ba2ecd75,0.000000
8071bdd7,0.166054
96d5aeee,0.000000
154be68f,0.984794
d8c2bfe2,0.994653
f76d47b0,0.053316
0e781ade,0.000731
13cf6060,0.000001
cd99f710,0.451098
d10005bb,0.000001
3a31445f,0.997280
3157202d,0.005924
6ee64703,0.492700
e5de8685,0.158545
02cc70ba,0.000269
50984a87,0.988919
fa94957a,0.989902
eab406b4,0.494977
3ad39398,0.883921
9ecf3802,0.130248
6048ae7b,0.146598
9dc68871,0.000000
13701465,0.159137
8d8779f3,0.000000
0712f269,0.211827
722c2597,0.000000
478a2b08,0.664828
38f5fb41,0.408013
c52ad74d,0.986377
0c85fd09,0.000003
f1582cba,0.962731
ff836697,0.916316
ddfe4802,0.000291
3cef3bc7,0.995627
6a21542b,0.348092
150e23c4,0.998956
078c6d99,0.896459
1dcd1dc3,0.001892
39967e45,0.686170
6b6333aa,0.016718
4ae61433,0.014786
f96362e0,0.008029
97a88aac,0.000123
427ae8ce,0.001594
209d4b15,0.580876
64b453bd,0.000001
0f5a484e,0.634814
5ac74969,0.784048
736ed43e,0.508784
8533795f,0.517083
f5b54fb6,0.163261
6eb4c041,0.132626
97afdf42,0.664685
1bb488db,0.720212
f132e44d,0.000001
d3c2f140,0.406234
1756794d,0.540838
9efcc11f,0.000002
14c966cf,0.584686
59cfe4d1,0.698047
883151f4,0.000416
34c4c9ff,0.625194
70b4c2eb,0.796962
96a337d9,0.625916
7fe89ffa,0.193916
057c7a22,0.000000
451cc057,0.050870
05076700,0.000000
dc52f6c1,0.029564
b03a59f9,0.003117
129ed4b0,0.682273
fb611563,0.999135
ac32e6f1,0.533364
c05c5ab0,0.522156
3163d5ed,0.003669
02096ca4,0.588244
e92496c0,0.002413
1a9e2c50,0.994349
0864e334,0.873324
d976faeb,0.051024
1d7b342f,0.008684
281bc1ea,0.000000
bea9f0cf,0.677691
f4afa0e6,0.000000
e1b5ef69,0.604601
b50539fd,0.004099
2a8c9c15,0.597567
157ebb0c,0.953484
247d3614,0.000619
0c6cc0cb,0.105875
aae88d39,0.057165
0c77b464,0.135643
963cf5ea,0.201426
1b371d8b,0.928879
225bc00f,0.000004
bc0a4eec,0.000001
1099782e,0.006312
a18feadd,0.994879
ad7f4932,0.002170
5f8f831e,0.435101
b5167c35,0.000012
0230b06d,0.490482
f8d7f7ba,0.000069
08bd1053,0.019501
58e4dc8c,0.000123
4793ce8e,0.696171
304caab4,0.000000
f2ee6d7f,0.882148
e1f9c0e4,0.693503
8e40401c,0.120284
5d9eaba2,0.549751
55e7562c,0.017177
9da6cb4b,0.000001
c3c1c8ec,0.000036
3b38698e,0.001111
6c9eb909,0.035776
482a3d1d,0.259847
0e9918f0,0.489711
ef894fd2,0.000268
4b82e7f7,0.998473
b9cdd7fb,0.000439
94a496f4,0.014683
995eacae,0.721036
41b02e58,0.994443
69f04617,0.238836
c889a03c,0.996647
91f98acf,0.997180
9135c19f,0.975416
1f0e9c09,0.003294
260d6e8e,0.002422
46334397,0.000012
f34ddf31,0.008427
4d6177d7,0.747923
76a57270,0.115892
217b8cea,0.000352
9a45a566,0.003819
1b55c75e,0.000000
7bd92ec6,0.999116
6c409f41,0.629924
df3e48eb,0.196260
62723e57,0.000000
b8e627bf,0.006696
86bb5d85,0.347725
77e5034c,0.000321
607079e5,0.587647
96879fb4,0.005216
6afe606d,0.727638
4129802f,0.993507
a42300ef,0.608506
1af842f5,0.995045
3fe57d78,0.994881
f4e60ed5,0.998655
68c8337b,0.320199
914ed5b5,0.030490
a6bb5987,0.701443
c781c439,0.000178
47a1a25e,0.121975
80ea0713,0.992571
a9d001bc,0.000960
f94d098a,0.228631
3e230e0e,0.032428
24afa485,0.000000
bc37db7f,0.436058
83f99e4d,0.002330
1a8d86f7,0.000002
38136419,0.740972
d393e637,0.655355
36902570,0.986407
327f7b25,0.993745
3f8543c6,0.011123
a0d42a70,0.580139
e07ba430,0.502122
c6e53803,0.058723
fec4dad8,0.277517
933fc5ba,0.062565
c27eda4e,0.984238
9b94d2c2,0.000020
a2dbdb31,0.140553
816258dd,0.219970
81f11218,0.498480
c4bd9d04,0.491992
c6ce9bf9,0.550907
a7b3cc29,0.000917
527870bf,0.519535
9af26068,0.999499
0b591e70,0.996776
2b1e57c5,0.174919
194db786,0.882979
e09ba644,0.997730
fa2ed3e5,0.997110
1ba92726,0.553688
8c8f45b4,0.000072
f8889f44,0.002480
598e255b,0.000321
45f1aa7a,0.161385
022956a3,0.000043
d406064d,0.591377
76617947,0.000001
d0e5dccb,0.519447
33271da6,0.002174
0840e2b1,0.708150
521a9f4d,0.922354
7286b1dc,0.004279
5b6acc2d,0.000614
e034cd34,0.000117
46577660,0.077769
bb4d6f24,0.636894
bfc7a3f2,0.619495
abc66be8,0.000662
3627189f,0.999014
e49a77f6,0.000011
a209d7ee,0.544469
dee69cf6,0.966614
9a6261a0,0.095470
a8e444c6,0.000000
a6a66a28,0.996768
db7022ff,0.001453
0dfb45d9,0.491302
81c983aa,0.000000
a98fb5e1,0.996848
99e004d7,0.000013
d16e5fbb,0.040710
3c352f9e,0.089944
12202699,0.064218
86af0236,0.334515
f3703e6f,0.984040
4a71dc34,0.473055
321edcdc,0.165279
e365a657,0.000648
45755c9c,0.003109
873b0829,0.001097
72ccd009,0.053224
205243d9,0.947668
d9202f36,0.000032
9d0c30b0,0.027149
56644ace,0.222557
c63f527f,0.541827
bb84b9bd,0.995743
6f68caf0,0.618643
8492119b,0.000061
71bde48d,0.994911
d2d6e2ba,0.801235
6f4b309c,0.241742
b3cc5ba3,0.385534
fee39547,0.014621
4893137a,0.986667
e283c4c4,0.558089
25bac62b,0.606974
8fd88dd6,0.000000
b48c104e,0.026472
221d500b,0.228597
8f0de087,0.016417
32342e03,0.000613
a8da99d8,0.000073
93203755,0.581203
d3c88528,0.996610
0d7a17b3,0.120369
bd72f5ec,0.967436
e953c0fd,0.494333
e730b6c6,0.857082
c086033a,0.000016
a521d303,0.000000
b023957a,0.348634
3e0f04e8,0.000015
60647cba,0.000002
2f5c43a8,0.770346
b54ba69b,0.526976
eac962ff,0.125590
7e2a3763,0.000019
9362d863,0.008670
8f1b833c,0.596716
79727ff5,0.000210
62614c75,0.873216
75a03adf,0.102566
cf138392,0.091857
bf467a96,0.005035
c8b34651,0.987946
105a5c54,0.000001
bf6de75c,0.006260
060702c8,0.997381
921bad2c,0.992960
e0d17eb0,0.121887
9a3825c9,0.613953
8eda717f,0.000429
78906e0c,0.999352
c60100ad,0.964662
90a72a52,0.257570
d80e4ed4,0.222085
339cd0d2,0.000663
d99de899,0.600588
357e20d1,0.000004
a4d190da,0.152909
bd226217,0.008104
476e2771,0.998098
4e483506,0.013012
f70ea081,0.988310
4645e56f,0.997237
e6d05940,0.906885
f8b3c6af,0.827761
c89d6aad,0.015996
0cb57f6e,0.583820
86a4be46,0.005882
75e62d7e,0.000695
ebc36374,0.011054
0ebcb731,0.998597
24d000c5,0.120985
f3c9a4f6,0.121990
1bc59730,0.000007
47ea0bff,0.926208
cdeccfdd,0.014707
15e09a1d,0.335505
00652788,0.209053
23649c84,0.012422
91188a77,0.011938
eaca8580,0.574158
4ce9daeb,0.365817
d4220673,0.943847
b6a87aef,0.621208
8333ebed,0.708304
950a3453,0.170852
7074f6c9,0.569420
98a02caf,0.006936
59c8d2b3,0.999227
d99d13bd,0.993798
de86f1cf,0.997735
8f4b1985,0.963370
a7779b04,0.392495
2caeab11,0.109602
16aeea7c,0.070710
b9d19ab9,0.919933
29c5d2fd,0.999091
efcefa55,0.451946
099161c3,0.631161
12b49195,0.012092
96a1ce13,0.969801
67964b4f,0.000061
b61c605c,0.034637
bcfc0f16,0.000091
bf0cb956,0.022213
12f6aa7d,0.160007
f36f3a0c,0.000037
83490492,0.189601
e3b62b60,0.218725
20b27d66,0.995986
25c3ce93,0.555962
67a2ff0b,0.655108
9b2d3c1a,0.969559
8ad51f7d,0.000000
14137b57,0.432505
9ea5aa79,0.000214
5ea1d2dd,0.001931
979c867e,0.948400
7ea1e1b6,0.586921
d65520ba,0.000087
765ad2e2,0.629564
d2957326,0.777214
24349e24,0.000127
fd8a2ae3,0.000006
b282d98e,0.703445
3eaa7a61,0.000853
16533dd4,0.554513
4adb68d7,0.997249
565005b9,0.027105
51d86e0c,0.992063
30635642,0.003381
d9480a60,0.083345
b2647128,0.284009
20478c55,0.952152
caa0d105,0.000182
474f4534,0.207637
d51e3867,0.995316
e5d1bba7,0.591616
e7000b2a,0.013625
78f06b79,0.000835
8a9f4bee,0.983102
3d716bbe,0.628205
6e1ddef1,0.000524
9826f39a,0.016699
3fdc82f7,0.673682
31f013c3,0.584382
97a9df6d,0.163676
10e65294,0.324092
0bdca1a5,0.262764
374037fa,0.595588
1d1a0cec,0.537609
d415c5ad,0.003883
ced1306d,0.036195
f43497f3,0.010730
ffd13a9e,0.998090
6f67148e,0.635712
be322b68,0.546993
af209b44,0.012206
69b53a4a,0.627496
4c085180,0.167215
608cea18,0.415732
f8bebbfd,0.043818
ae16855d,0.000341
dfc700b3,0.974897
e3bdd9ac,0.996226
87a8ea20,0.018074
3c3da9aa,0.537985
76c882d6,0.000000
9e429645,0.993547
7dc9c990,0.000000
f38d53ef,0.585766
e1785b6e,0.003062
80c673fb,0.978583
a8b8c20b,0.378382
6a1ff150,0.986731
2f68d4fe,0.004292
c462ec65,0.996671
c374d5c4,0.610643
d20769b3,0.492855
c467fe4d,0.003263
1356229e,0.007456
b1532127,0.037242
3777ee22,0.966440
4ba6023f,0.993206
08504ae6,0.245136
5e0b4cc5,0.002088
249a0c1f,0.991270
24b3497f,0.190291
9edcf494,0.000000
53297290,0.177757
6d3a269e,0.991069
1b0d38fc,0.000001
02747427,0.796281
38867253,0.990256
c392dbd0,0.362340
8939734c,0.000057
097ba3af,0.002433
30f0f835,0.611395
bdab1bcf,0.304017
1070a984,0.924276
c41b8a90,0.997101
86a3b5cc,0.245931
d0a3719e,0.649567
b1a8067b,0.002536
911bc6aa,0.686404
67a2d0ac,0.359513
11447262,0.163510
12fd1375,0.000000
f2898538,0.023795
0e7355e2,0.000000
bc2c87c8,0.999562
94001156,0.000051
d5855224,0.931295
a3c1a552,0.000570
edcf54fa,0.555423
a28b90eb,0.460006
63cd028f,0.001298
dbc79657,0.020564
bc856bf1,0.443450
c7e25a70,0.082969
9771b119,0.000030
836db0d9,0.000014
f5685d3e,0.352527
bb04299d,0.584651
163a9d23,0.561345
5283c614,0.000000
2276d5d8,0.477403
ccb77e34,0.236487
d4a75bf3,0.104327
e15f46ea,0.007261
992a45ba,0.016212
056e7768,0.000000
a1dc016b,0.000087
38db82cd,0.000029
3295f3ae,0.036570
a6ff3660,0.204640
5981b799,0.997915
2636d79d,0.000076
7a8521e2,0.000000
9b53021d,0.291732
0a37be18,0.991132
a8676e55,0.998652
3488b8fc,0.042283
b86d4006,0.836749
33888635,0.998417
aa9ca5f9,0.002979
08faf0f6,0.000000
5320cd26,0.000023
2c57fdaa,0.292124
d467ce62,0.131385
888a568e,0.997367
88d6c838,0.748520
8f138517,0.526101
e1108dc0,0.000000
9e9cd6c9,0.000957
ab893af4,0.011193
4d4b30ba,0.591341
7ce15e26,0.201205
dbc45500,0.000000
6a0cde3f,0.472161
2658014c,0.002209
08d20604,0.000247
03c83dc9,0.000280
d741ccd1,0.208243
992d48b6,0.000000
b1ea3253,0.993730
da379e69,0.078369
73b429af,0.997914
2aefe712,0.996938
1e3634f9,0.992266
069ee09e,0.010026
a7970f81,0.000015
23084d2e,0.000015
ac57710a,0.984540
02553267,0.777227
0971c6c7,0.177096
cdb7f1fe,0.605238
d3af3f60,0.667556
59daf44b,0.269167
c2169934,0.537727
da03b56e,0.019056
474ea404,0.511206
f686cdc4,0.726764
f865b354,0.094527
106df554,0.055686
e5637171,0.701386
cba8985c,0.002036
cc09c9ce,0.126080
0b85b33f,0.943116
92f20625,0.996952
6b1379dd,0.675751
ed2b1df1,0.034931
325124e4,0.000708
7455c944,0.073553
fd68ccc1,0.251008
8df9100d,0.176273
c406df9b,0.024867
4978870c,0.000000
383f95d6,0.010533
aba96bbf,0.000000
6bba66b4,0.525242
b86fa0c9,0.576395
a2abc369,0.631734
0b40c014,0.055558
d45add48,0.652423
00193999,0.952751
c2f1b710,0.376396
53750c72,0.000842
3137ef1d,0.985458
bc6b8e2a,0.538858
7cb546c6,0.994117
d59a2349,0.220250
04d04b9a,0.052608
05ac1343,0.002107
2917895f,0.003328
342a1d01,0.997804
78309e4b,0.460081
5c1a5aba,0.000000
fae57f79,0.015104
23821d71,0.193122
5780b19d,0.000001
11c67865,0.596183
8564f114,0.583983
ec7d0fdd,0.591531
9a0446b8,0.057830
5f5da69d,0.910471
7a11839b,0.926924
763c9bbf,0.000000
15a7b5c5,0.000000
e9c7e251,0.009548
2555c207,0.152523
ec8d9784,0.000083
08fd9d10,0.498474
9504ae29,0.001226
0b91a24d,0.001769
e62e6cfe,0.977974
5d1291bb,0.695766
b3c1f2e7,0.428473
c6a8db21,0.007588
f2c137fd,0.993469
b61e8155,0.168412
45b9ee35,0.144840
8fe9c49b,0.000717
b98ceb09,0.002248
70c4a435,0.157116
d953d111,0.687036
da7de86e,0.202729
519f8611,0.553359
75eefdc3,0.006449
62412092,0.997703
de8ec010,0.010597
ee6121f8,0.724911
412b66e0,0.630351
7405c131,0.356328
efff4306,0.623150
5658d679,0.000176
617f88fc,0.000000
a120100b,0.000008
0971369e,0.848137
83f7fe7b,0.801500
12437da1,0.000001
8e7f96a5,0.020101
a08237de,0.000000
a013bd6f,0.000003
c6fdd404,0.999044
317e2af4,0.392974
dd9878c0,0.567743
42e76a51,0.993491
022f77e3,0.000458
cada3682,0.993975
53074f1f,0.013628
e6c19679,0.212245
dfb69b8b,0.000580
e1572941,0.040451
8d549cd2,0.014027
6913594d,0.735895
6e528fd6,0.036259
c8b037c7,0.000152
c3b6c880,0.000012
9684ac04,0.000006
6d974acc,0.046935
57b10462,0.304514
b2373298,0.000317
8e946e10,0.971868
6acee7de,0.003704
8ad7cc2f,0.000000
8e6e087e,0.325598
c3e46df5,0.000001
f6983f34,0.764203
8130a3aa,0.000639
0f11be03,0.012940
766073e1,0.014723
e67f6889,0.989688
148a0930,0.029033
b333ff97,0.718941
1c148a28,0.367813
ee0b02d7,0.310026
fa1c5f6d,0.829114
9b12ae1f,0.000013
3bb60b1b,0.626835
096e7594,0.613612
ac98996a,0.002950
1b7b9b9d,0.523444
61b2ac6f,0.461213
2bd414a8,0.872161
73d12826,0.003656
29f7ec33,0.000146
265f8aa8,0.997198
0d6be675,0.546725
a00ecdf6,0.458973
c414328a,0.000635
d47de87e,0.541681
376f984f,0.074755
12a35aa5,0.212536
8ecfd739,0.013606
2cbc30f4,0.186199
aa4bdf31,0.380221
69d18f51,0.976406
50cd4394,0.000195
bda732e1,0.618267
8e77e385,0.052866
49dfd51a,0.266149
b0a3e728,0.108744
518061ec,0.072126
bb306c8c,0.000219
1b2cf099,0.022877
e7c405e4,0.071226
1fc79c9d,0.302390
3427cd60,0.998101
8fc604cd,0.998513
0981acfd,0.000015
512e9c5c,0.521887
ae9f2426,0.006193
a8cd44c8,0.678617
acac91c3,0.999052
35988937,0.581066
2a2dd539,0.535675
3f971e0a,0.000019
7e09131c,0.679061
82726c59,0.512764
ec4c3dbd,0.648996
2a851255,0.000000
2cebdab4,0.989395
013b617b,0.663515
21a8603a,0.189860
fe2f2579,0.605480
df069a3d,0.004361
595f7f57,0.556554
081bdb0a,0.000000
6f8e7b3a,0.020197
d1824fe1,0.001411
3ddc6778,0.508135
57e4244d,0.939547
18e2e176,0.000070
7394cdbc,0.998316
19821b41,0.001888
12e9563c,0.997853
b96c9ed9,0.998639
096d9c1b,0.413077
97454a30,0.998601
43b6c5d3,0.875898
2c58bcc5,0.076894
0c71dc02,0.671088
f7cd79b0,0.596417
922ec513,0.038674
561b6b2c,0.662154
32913f04,0.700843
77aad507,0.010245
d62d5a9c,0.000011
be70bb3d,0.929871
84920252,0.553661
b9623d93,0.051199
ba925eca,0.048036
181ecadf,0.729679
6fbcc9e2,0.542587
57d5b182,0.004004
d3013a36,0.015927
21cafb54,0.006929
d1a6cc74,0.000000
c4017d47,0.000096
22e05854,0.000019
7eb53ec8,0.992775
c77a806d,0.996440
c114c951,0.954019
71495521,0.000656
98bb1260,0.712749
546ec108,0.636599
78f39102,0.000002
26b6379a,0.129681
8cb14c23,0.018241
75892ee1,0.033325
3d31d65f,0.000532
30784a7a,0.000055
efba2a23,0.998623
9fcb2c5a,0.000003
9910ee7e,0.000412
dc97b587,0.805818
7732ca72,0.010277
c4bac1f1,0.390861
a80ddf30,0.000301
fe79c536,0.003381
84e34259,0.997627
7db3b563,0.001195
5e946e6e,0.911152
76881bf4,0.993796
7c606237,0.000004
7aa06d7d,0.720103
0d035cbc,0.388457
0838e69f,0.000244
f6715e39,0.994384
499004bb,0.642486
4cefc9ec,0.000002
ded95f0a,0.972334
073112c9,0.017155
96cb4df4,0.001726
0962de0b,0.988963
cea18b7b,0.991784
75463cb0,0.734474
4a59c201,0.302434
29d46646,0.600596
e6134ca4,0.041932
445ae936,0.966279
420d8dda,0.997647
bae1b5b1,0.012631
9f49327e,0.661926
18b52f62,0.979501
b02bb341,0.000223
e5be8689,0.000004
b5b85b95,0.005125
b94f72e3,0.000000
a79114fd,0.000077
502ffafa,0.999728
b8e274d7,0.621245
e37f8f63,0.000116
c8a5c9d9,0.264192
d574bf84,0.056619
88bc1b71,0.990361
3261e3ee,0.998942
e65424cf,0.689491
706d2090,0.000000
94d4c49c,0.000162
51ba3d48,0.107772
fdd4c395,0.397077
12eed563,0.234158
f93627e8,0.989520
df51a7cd,0.576827
c84092af,0.002574
514a25a2,0.000891
5d421481,0.031456
d3859efd,0.984836
eb024725,0.000033
0d8537a5,0.116764
fe708ff7,0.334779
1790bbf0,0.019167
8a30487e,0.104593
70a01d16,0.136386
89bb7fca,0.994125
398c1300,0.000000
41b43c73,0.000185
72d2839a,0.031173
beeb98cf,0.000001
c409f194,0.001393
0c654278,0.043781
fb155295,0.989086
103d1e1d,0.990381
6c755ff3,0.000000
3722a062,0.534728
90611922,0.587622
77b432f1,0.999479
ccf53246,0.977686
4c52089f,0.740270
81e05676,0.022518
732c51d0,0.000103
b60c6094,0.406605
2e9db48a,0.998457
68cdc732,0.000061
e1f9dbd9,0.080871
31fd12b9,0.619314
72bd3e45,0.863342
84e2f1ab,0.502224
b4b6d3d0,0.211391
874d507a,0.486608
44775bac,0.747188
83dfaf91,0.068804
a9a1cc1e,0.000005
227de452,0.000013
14519bcf,0.000001
970a9821,0.547582
e84230ac,0.000031
550e4ebc,0.025051
5e98d635,0.000000
667d386b,0.028267
503fefff,0.537274
08bcb429,0.085806
90c293d2,0.005032
bbc84c36,0.687927
3facaac6,0.050984
e8d1bc63,0.115199
0ba50202,0.053846
9d947517,0.000000
e084ed8f,0.006745
7051b370,0.003455
910f551e,0.004261
8d238915,0.038376
e7238f30,0.000000
a658f1ba,0.227264
0b4e7093,0.897098
4d59af79,0.473964
99a7b417,0.416887
e5798365,0.008614
078c699f,0.569028
b2cd6017,0.510966
89b3960f,0.186277
104d981d,0.961256
05e410e9,0.396323
44556da6,0.052020
207e5145,0.274021
390ddfc0,0.000000
2e82728f,0.012593
4245d2cc,0.017051
d43a187c,0.784021
52b60236,0.000150
cc22996f,0.696617
bf08f16a,0.001416
47dea2c3,0.504199
22ac0bab,0.647281
49c670ad,0.000015
1040e727,0.000004
f39933c4,0.000052
30474ea4,0.989613
73978670,0.465676
527ad437,0.998369
78f83e41,0.151476
12921cf8,0.992682
b960192b,0.001206
9dfaf61b,0.000123
cec954d2,0.000000
00bb437f,0.106732
06458d98,0.000004
37ba4455,0.044193
2feeeaf3,0.997818
06c83a48,0.200185
dfe4fd55,0.001022
0b7fb9da,0.000000
52d1ae5f,0.000001
0ef51267,0.496517
0d9822ce,0.944745
bcad7099,0.001696
a26a7454,0.566073
93b7cc9d,0.923947
dcd0ddc6,0.094353
16655d5c,0.547708
2a6150ae,0.083506
601fa9bc,0.040119
3644a31b,0.283757
396254ec,0.428126
b01bf536,0.742161
ff13313c,0.629751
18c308c7,0.343035
50b69cc6,0.004245
76bd6e6a,0.029536
74c587bb,0.505665
11b26a63,0.751225
bf2bc384,0.534347
075634d5,0.000002
7b1e388b,0.000252
8eb02fc2,0.342736
5b09ed4a,0.078902
371b935e,0.936095
7a1cbaab,0.303990
c5c72595,0.998207
c5ea95c0,0.418725
a5b61d35,0.011876
2c252c46,0.395148
7d8e52d9,0.278102
13fe65d5,0.396983
a3d2abc6,0.021860
9248daa9,0.475477
605470fc,0.108812
38717ccd,0.968401
1144cbd0,0.986055
6d32e09b,0.672607
89b138f7,0.000031
a83f69a4,0.002131
68b7f89d,0.462653
a0998397,0.623012
7e20006f,0.000000
93b12419,0.970475
475c5a35,0.447404
67f42c90,0.546712
45a114e0,0.000048
41a59ee9,0.417699
6c2c6a39,0.092494
9f840a7d,0.041914
2ad5ee96,0.015416
cb8b875e,0.997723
2283d088,0.000245
545f8210,0.000792
7eeed38a,0.974657
be77b9e7,0.001713
16ec40a3,0.601129
b7e74bcf,0.684421
8a36acfd,0.842487
d2e5b493,0.996509
bd88797b,0.000282
78566a26,0.000006
32449528,0.030568
5f6ffdad,0.888081
38bdc33c,0.544189
f88a9ed3,0.152553
c1fe2103,0.000293
63f7ddd9,0.000680
97e123d2,0.378971
7d078228,0.111230
6b43e60f,0.999744
e07665a4,0.683697
4da0c147,0.000038
1d2474a1,0.109415
f39a3050,0.001948
aaeb3f89,0.521555
daa3d1e9,0.000290
23cad3ed,0.998114
dc8fd92d,0.979188
994a2787,0.000018
5009ce8c,0.994929
95ba90c7,0.000000
bb176f20,0.000030
57ccd603,0.002298
c3767f5b,0.995374
076492b4,0.000074
68864007,0.669929
fb124dd7,0.139695
c59fbfc0,0.000039
ddce9f51,0.001526
c459dbf6,0.569433
1a39b44e,0.679736
a31f8519,0.000000
29ff4d55,0.000335
c0a87a44,0.612443
aa07ea34,0.000030
ed7b77f3,0.993033
ccb10918,0.024217
aba1f2cc,0.000111
0c4b7ce6,0.086717
26a29fae,0.000006
6a1a9b91,0.137409
fda0d9b3,0.030509
2f7da2f9,0.902142
948317c5,0.008490
df315de0,0.002924
51762e5e,0.005371
9be1f9d4,0.000074
b20f16ca,0.026491
24f677ab,0.492574
19d36f67,0.000000
db098e36,0.651313
3ab323b5,0.424543
db204654,0.043181
f0b7c362,0.087223
9c36083a,0.969799
00247e48,0.997239
99064331,0.001527
fb023b97,0.000363
834a13a2,0.000004
b4fb7c3b,0.122565
cccc91e5,0.000270
e777f5c4,0.000000
8a367850,0.000003
01aee49b,0.995466
09a3f3cb,0.068235
b7837a99,0.993836
0e5c18fe,0.000012
433d92a6,0.000000
d8c1c90e,0.001774
5cf350ea,0.527728
9e6adfeb,0.000000
398c373b,0.000123
8e1cb96b,0.469782
c0ab7de5,0.000001
b7519f43,0.680056
54d7929f,0.000000
222a4407,0.006583
4cd8d439,0.098834
ac31d9e4,0.511723
0c51475f,0.000013
926b4b5d,0.998082
3072aeb4,0.980216
5508aabc,0.007078
7ff080c1,0.972455
c8137158,0.000003
73f4c54a,0.664927
0ab19c8d,0.643544
57c090c7,0.526722
b3f4d7c8,0.988854
d4a81cf9,0.151043
497c4ff8,0.007609
8949311b,0.995240
d4f17d1d,0.627841
cbd015d6,0.000006
4ff7d773,0.630502
5950d2f6,0.009843
f0b4c564,0.001302
4727e088,0.629184
2c9b195c,0.624063
04c441b0,0.638066
9f1e2246,0.473842
3bf56119,0.165184
385033f6,0.077091
1e14e9eb,0.132219
4ec14d05,0.000467
d16ffa50,0.029629
6f2147d7,0.000001
13540275,0.997762
280aaa6c,0.002133
63d6fcf6,0.298718
e1130afc,0.429485
8915b349,0.531489
02cb6179,0.997763
816084ef,0.021539
e83e27ef,0.001434
9928b6cb,0.013893
398c44d5,0.159047
4e9944c8,0.007206
ade738c7,0.000001
df106f1f,0.155943
707c42f2,0.000001
c7d6c968,0.454414
2f62a2d3,0.000012
58a62136,0.020372
